Row_ID,SKU,Seller_ID,Seller_Name,Category,Brand,Model_Name,Model_Number,UPC,GTIN,Title,Description,Price_USD,Weight_lbs,Stock_Quantity,Primary_Image_URL,Specifications,Listing_Date,Last_Updated,Is_Active,Data_Quality_Issue
907,BB-MKT-00830,S005,ConnectPro Sales,Tablets,Microsoft,Fire HD 10,MI-7106-BK,532621565066,0532621565066,"Microsoft Fire HD 10 12.4"" 128GB Tablet",Stay productive and entertained with the Microsoft Fire HD 10. Powerful performance in a sleek design.,669.11,0.65,12,https://images.bestbuy.com/marketplace/microsoft-fire-hd-10-main.jpg,"Storage_GB: 128 | Screen_Size: 12.4"" | Cellular: Yes | RAM_GB: 12",2025-01-20,2025-01-20,Yes,
908,BB-MKT-00459,S003,PrimeElectronics,TVs,Samsung,QLED 4K,SA-4022-WH,504845366215,0504845366215,"Samsung 55"" 1080p Full HD Smart TV QLED 4K",Immerse yourself in stunning visuals with the Samsung QLED 4K. Features cutting-edge display technology.,2358.33,9.53,162,https://images.bestbuy.com/marketplace/samsung-qled-4k-main.jpg,"Screen_Size: 55"" | Resolution: 1080p Full HD | Smart_TV: Yes | HDR: Dolby Vision",2024-12-24,2024-12-24,Yes,
909,BB-MKT-00707,S006,NextGen Devices,Tablets,Samsung,Surface Pro 9,SA-7350-WH,885509489051,0885509489051,"Samsung Surface Pro 9 11"" 256GB Tablet",Stay productive and entertained with the Samsung Surface Pro 9. Powerful performance in a sleek design.,389.14,0.67,38,https://images.bestbuy.com/marketplace/samsung-surface-pro-9-main.jpg,"Storage_GB: 256 | Screen_Size: 11"" | Cellular: No | RAM_GB: 4",2024-09-17,2024-09-17,Yes,
910,BB-MKT-00961,S003,PrimeElectronics,Smart Home,Google,Video Doorbell Pro 2,GO-3898-BL,728672265828,0728672265828,Google Video Doorbell Pro 2 Smart Home Device,Transform your home with the Google Video Doorbell Pro 2. Easy setup and seamless smart home integration.,360.99,1.33,90,https://images.bestbuy.com/marketplace/google-video-doorbell-pro-2-main.jpg,Connectivity: Wi-Fi | Voice_Assistant: Google Assistant | Power: USB-C,2025-03-17,2025-03-17,Yes,
911,BB-MKT-00193,S005,ConnectPro Sales,Laptops,ASUS,IdeaPad 5,AS-4882-WH,992389542821,0992389542821,"ASUS IdeaPad 5 16"" Laptop - 32GB RAM 256GB SSD",Experience premium performance with the ASUS IdeaPad 5. Designed for professionals and students alike.,16973.98,2.14,179,https://images.bestbuy.com/marketplace/asus-ideapad-5-main.jpg,"RAM_GB: 32 | Storage_GB: 256 | Screen_Size: 16"" | Processor: Intel i5",2025-02-05,2025-02-05,Yes,PRICE_ANOMALY
912,BB-MKT-00893,S003,PrimeElectronics,Smart Home,Philips,Cam OG,PH-3770-BL,810753718623,0810753718623,Philips Cam OG Smart Home Device,Transform your home with the Philips Cam OG. Easy setup and seamless smart home integration.,111.43,1.36,7,https://images.bestbuy.com/marketplace/philips-cam-og-main.jpg,Connectivity: Z-Wave | Voice_Assistant: Apple HomeKit | Power: Wired,2024-08-03,2024-08-03,Yes,
913,BB-MKT-00279,S003,PrimeElectronics,TVs,Samsung,5-Series 4K,SA-7859-WH,524692338663,0524692338663,"Samsung 85"" 1080p Full HD Smart TV 5-Series 4K",Immerse yourself in stunning visuals with the Samsung 5-Series 4K. Features cutting-edge display technology.,1274.98,50.4,496,https://images.bestbuy.com/marketplace/samsung-5-series-4k-main.jpg,"Screen_Size: 85"" | Resolution: 1080p Full HD | Smart_TV: No | HDR: HDR10+",2024-11-28,2024-11-28,Yes,
914,BB-MKT-00688,S002,EliteGadgets Inc,Smart Home,Arlo,Hue Starter Kit,AR-8279-WH,624583998833,0624583998833,Arlo Hue Starter Kit Smart Home Device,Transform your home with the Arlo Hue Starter Kit. Easy setup and seamless smart home integration.,173.47,0.77,124,https://images.bestbuy.com/marketplace/arlo-hue-starter-kit-main.jpg,Connectivity: Z-Wave | Voice_Assistant: Alexa | Power: Battery,2024-07-29,2024-07-29,Yes,
915,BB-MKT-00025,S001,TechDirect LLC,Headphones,Sennheiser,Momentum 4,SE-1653-SL,500755918055,0500755918055,Sennheiser Momentum 4 Over-ear Wired Headphones - EXTREMELY DETAILED SPEC DESCRIPTION THAT GOES WAY BEYOND THE ALLOWED CHARACTER LIMIT FOR BEST BUY MARKETPLACE LISTINGS,Enjoy crystal-clear audio with the Sennheiser Momentum 4. Perfect for music lovers and remote workers.,138.24,0.26,0,https://images.bestbuy.com/marketplace/sennheiser-momentum-4-main.jpg,Type: Over-ear | Connectivity: Wired | ANC: Yes | Battery_Hours: 20,2024-12-29,2023-12-28,Yes,TITLE_TOO_LONG
916,BB-MKT-00274,S001,TechDirect LLC,Laptops,ASUS,VivoBook 16,AS-5990-WH,764825646884,0764825646884,"ASUS VivoBook 16 13.3"" Laptop - 8GB RAM 1024GB SSD",Experience premium performance with the ASUS VivoBook 16. Designed for professionals and students alike.,1773.65,1.93,174,https://images.bestbuy.com/marketplace/asus-vivobook-16-main.jpg,"RAM_GB: 8 | Storage_GB: 1024 | Screen_Size: 13.3"" | Processor: Intel i5",2025-01-03,2025-01-03,Yes,
917,BB-MKT-00822,S006,NextGen Devices,Tablets,Samsung,Tab P12 Pro,SA-5389-WH,417951973095,0417951973095,"Samsung Tab P12 Pro 12.9"" 512GB Tablet",Stay productive and entertained with the Samsung Tab P12 Pro. Powerful performance in a sleek design.,1172.28,0.77,31,https://images.bestbuy.com/marketplace/samsung-tab-p12-pro-main.jpg,"Storage_GB: 512 | Screen_Size: 12.9"" | Cellular: No | RAM_GB: 6",2025-04-14,2025-04-14,Yes,
918,BB-MKT-00208,S005,ConnectPro Sales,Tablets,Samsung,iPad Pro 12.9,SA-1901-SL,771962115421,0771962115421,"Samsung iPad Pro 12.9 8"" 128GB Tablet",Stay productive and entertained with the Samsung iPad Pro 12.9. Powerful performance in a sleek design.,914.99,0.69,89,https://images.bestbuy.com/marketplace/samsung-ipad-pro-12.9-main.jpg,"Storage_GB: 128 | Screen_Size: 8"" | Cellular: No | RAM_GB: 4",2024-08-31,2024-08-31,Yes,
919,BB-MKT-00491,S008,DigitalHub USA,Tablets,Amazon,Fire HD 10,AM-6185-BL,124000231030,0124000231030,"Amazon Fire HD 10 11"" 512GB Tablet",Stay productive and entertained with the Amazon Fire HD 10. Powerful performance in a sleek design.,804.91,0.49,0,https://images.bestbuy.com/marketplace/amazon-fire-hd-10-main.jpg,"Storage_GB: 512 | Screen_Size: 11"" | Cellular: Yes | RAM_GB: 12",2025-03-08,2023-12-18,Yes,STALE_LISTING
920,BB-MKT-00737,S003,PrimeElectronics,Laptops,Acer,IdeaPad 5,AC-3947-SL,224682642709,0224682642709,"Acer IdeaPad 5 15.6"" Laptop - 64GB RAM 512GB SSD",Experience premium performance with the Acer IdeaPad 5. Designed for professionals and students alike.,1300.71,1.5,125,https://images.bestbuy.com/marketplace/acer-ideapad-5-main.jpg,"RAM_GB: 64 | Storage_GB: 512 | Screen_Size: 15.6"" | Processor: AMD Ryzen 7",2024-08-07,2024-08-07,Yes,
921,BB-MKT-00289,S008,DigitalHub USA,Smart Home,Philips,Hue Starter Kit,PH-4937-WH,591112361746,0545688827887,,Transform your home with the Philips Hue Starter Kit. Easy setup and seamless smart home integration.,479.68,1.06,164,https://images.bestbuy.com/marketplace/philips-hue-starter-kit-main.jpg,Connectivity: Wi-Fi | Voice_Assistant: Alexa | Power: USB-C,2025-01-12,2025-01-12,Yes,GTIN_UPC_MISMATCH
922,BB-MKT-00727,S004,ValueTech Store,Laptops,Apple,Katana 15,AP-5263-WH,532865192113,0532865192113,"Apple Katana 15 13.3"" Laptop - 16GB RAM 1024GB SSD",Experience premium performance with the Apple Katana 15. Designed for professionals and students alike.,2391.27,1.53,47,https://images.bestbuy.com/marketplace/apple-katana-15-main.jpg,"RAM_GB: 16 | Storage_GB: 1024 | Screen_Size: 13.3"" | Processor: Apple M2",2024-07-14,2024-07-14,Yes,
923,BB-MKT-00288,S003,PrimeElectronics,Tablets,Amazon,Fire HD 10,AM-6437-SL,335722394094,0335722394094,"Amazon Fire HD 10 8"" 512GB Tablet",Stay productive and entertained with the Amazon Fire HD 10. Powerful performance in a sleek design.,563.92,0.43,385,https://images.bestbuy.com/marketplace/amazon-fire-hd-10-main.jpg,"Storage_GB: 512 | Screen_Size: 8"" | Cellular: No | RAM_GB: 6",2025-03-29,2025-03-29,Yes,
924,BB-MKT-00999,S003,PrimeElectronics,Laptops,Apple,XPS 15,AP-2301-BL,886193757638,0886193757638,"Apple XPS 15 14"" Laptop - 8GB RAM 512GB SSD",Experience premium performance with the Apple XPS 15. Designed for professionals and students alike.,1071.85,2.05,243,https://images.bestbuy.com/marketplace/apple-xps-15-main.jpg,"RAM_GB: 8 | Storage_GB: 512 | Screen_Size: 14"" | Processor: Intel i7",2024-10-10,2024-10-10,Yes,
925,BB-MKT-00991,S008,DigitalHub USA,Smart Home,Wyze,Nest Hub Max,WY-6633-SL,838505041166,0838505041166,Wyze Nest Hub Max Smart Home Device,Transform your home with the Wyze Nest Hub Max. Easy setup and seamless smart home integration.,493.27,1.34,35,https://images.bestbuy.com/marketplace/wyze-nest-hub-max-main.jpg,Connectivity: Bluetooth | Voice_Assistant: Alexa | Power: Wired,2024-09-29,2024-09-29,Yes,
926,BB-MKT-00948,S003,PrimeElectronics,Tablets,Amazon,iPad Pro 12.9,AM-5315-WH,545230011619,0545230011619,"Amazon iPad Pro 12.9 8"" 128GB Tablet",Stay productive and entertained with the Amazon iPad Pro 12.9. Powerful performance in a sleek design.,972.27,0.62,203,https://images.bestbuy.com/marketplace/amazon-ipad-pro-12.9-main.jpg,"Storage_GB: 128 | Screen_Size: 8"" | Cellular: Yes | RAM_GB: 16",2024-09-07,2024-09-07,Yes,
927,BB-MKT-00673,S003,PrimeElectronics,Tablets,Apple,Fire HD 10,AP-6020-WH,677274945763,0677274945763,"Apple Fire HD 10 8"" 128GB Tablet",Stay productive and entertained with the Apple Fire HD 10. Powerful performance in a sleek design.,404.04,0.56,31,https://images.bestbuy.com/marketplace/apple-fire-hd-10-main.jpg,"Storage_GB: 128 | Screen_Size: 8"" | Cellular: Yes | RAM_GB: 12",2025-03-19,2025-03-19,Yes,
928,BB-MKT-00046,S008,DigitalHub USA,Tablets,Amazon,Surface Pro 9,AM-4995-BL,597707816158,0597707816158,"Amazon Surface Pro 9 10.1"" 256GB Tablet",Stay productive and entertained with the Amazon Surface Pro 9. Powerful performance in a sleek design.,804.33,0.7,172,https://images.bestbuy.com/marketplace/amazon-surface-pro-9-main.jpg,"Storage_GB: 256 | Screen_Size: 10.1"" | Cellular: Yes | RAM_GB: 8",2024-07-15,2024-07-15,Yes,
929,BB-MKT-00919,S006,NextGen Devices,Headphones,JBL,QuietComfort 45,JB-2834-BL,659442187201,0659442187201,JBL QuietComfort 45 Over-ear Wireless Headphones,Enjoy crystal-clear audio with the JBL QuietComfort 45. Perfect for music lovers and remote workers.,37.4,0.3,215,https://images.bestbuy.com/marketplace/jbl-quietcomfort-45-main.jpg,Type: Over-ear | Connectivity: Wireless | ANC: No | Battery_Hours: 36,2025-01-21,2025-01-21,Yes,
930,BB-MKT-00591,S003,PrimeElectronics,Laptops,Lenovo,VivoBook 16,LE-6511-BL,785099948969,0785099948969,"Lenovo VivoBook 16 13.3"" Laptop - 32GB RAM 256GB SSD",Experience premium performance with the Lenovo VivoBook 16. Designed for professionals and students alike.,1346.42,1.89,188,https://images.bestbuy.com/marketplace/lenovo-vivobook-16-main.jpg,"RAM_GB: 32 | Storage_GB: 256 | Screen_Size: 13.3"" | Processor: AMD Ryzen 7",2025-03-12,2025-03-12,Yes,
931,BB-MKT-00014,S001,TechDirect LLC,Headphones,Sony,Momentum 4,SO-8744-WH,244049912883,0244049912883,Sony Momentum 4 Over-ear Wired Headphones,Enjoy crystal-clear audio with the Sony Momentum 4. Perfect for music lovers and remote workers.,437.0,0.4,97,,Type: Over-ear | Connectivity: Wired | ANC: No | Battery_Hours: 24,2024-08-18,2024-08-18,Yes,MISSING_PRIMARY_IMAGE_URL
932,BB-MKT-00180,S004,ValueTech Store,Tablets,Microsoft,iPad Pro 12.9,MI-3525-BL,375917379943,0375917379943,"Microsoft iPad Pro 12.9 12.4"" 512GB Tablet",Stay productive and entertained with the Microsoft iPad Pro 12.9. Powerful performance in a sleek design.,1056.44,0.34,306,https://images.bestbuy.com/marketplace/microsoft-ipad-pro-12.9-main.jpg,"Storage_GB: 512 | Screen_Size: 12.4"" | Cellular: Yes | RAM_GB: 8",2025-03-03,2025-03-03,Yes,
933,BB-MKT-00008,S002,EliteGadgets Inc,TVs,LG,U8K,LG-3621-BL,787851215839,0787851215839,"LG 65"" 4K UHD Smart TV U8K",Immerse yourself in stunning visuals with the LG U8K. Features cutting-edge display technology.,2314.69,24.93,305,https://images.bestbuy.com/marketplace/lg-u8k-main.jpg,"Screen_Size: 65"" | Resolution: 4K UHD | Smart_TV: Yes | HDR: HDR10",2025-02-25,2025-02-25,Yes,DUPLICATE_SKU
934,BB-MKT-00477,S001,TechDirect LLC,Laptops,HP,Katana 15,HP-4962-BK,956848700337,0956848700337,"HP Katana 15 15.6"" Laptop - 32GB RAM 1024GB SSD",Experience premium performance with the HP Katana 15. Designed for professionals and students alike.,607.12,2.13,7,https://images.bestbuy.com/marketplace/hp-katana-15-main.jpg,"RAM_GB: 32 | Storage_GB: 1024 | Screen_Size: 15.6"" | Processor: AMD Ryzen 5",2025-03-28,2025-03-28,Yes,
935,BB-MKT-00851,S005,ConnectPro Sales,Headphones,Sennheiser,AirPods Max,SE-2410-BL,868095225001,0868095225001,Sennheiser AirPods Max Over-ear Wired Headphones,Enjoy crystal-clear audio with the Sennheiser AirPods Max. Perfect for music lovers and remote workers.,74.84,0.43,93,https://images.bestbuy.com/marketplace/sennheiser-airpods-max-main.jpg,Type: Over-ear | Connectivity: Wired | ANC: No | Battery_Hours: 40,2024-08-14,2024-08-14,Yes,
936,BB-MKT-00443,S002,EliteGadgets Inc,TVs,Vizio,5-Series 4K,VI-6336-WH,921192384279,0921192384279,"Vizio 75"" 1080p Full HD Smart TV 5-Series 4K",Immerse yourself in stunning visuals with the Vizio 5-Series 4K. Features cutting-edge display technology.,3170.16,22.35,50,https://images.bestbuy.com/marketplace/vizio-5-series-4k-main.jpg,"Screen_Size: 75"" | Resolution: 1080p Full HD | Smart_TV: No | HDR: Dolby Vision",2024-10-30,2024-10-30,Yes,
937,BB-MKT-00510,S004,ValueTech Store,Headphones,Apple,Evolve2 85,AP-4531-SL,327016241926,0327016241926,Apple Evolve2 85 On-ear Wired Headphones,Enjoy crystal-clear audio with the Apple Evolve2 85. Perfect for music lovers and remote workers.,406.89,0.25,92,https://images.bestbuy.com/marketplace/apple-evolve2-85-main.jpg,Type: On-ear | Connectivity: Wired | ANC: Yes | Battery_Hours: 36,2025-01-26,2025-01-26,Yes,
938,BB-MKT-00039,S004,ValueTech Store,Tablets,Samsung,Surface Pro 9,SA-7624-WH,835883073006,0835883073006,"Samsung Surface Pro 9 12.4"" 512GB Tablet",Stay productive and entertained with the Samsung Surface Pro 9. Powerful performance in a sleek design.,1115.58,0.85,318,https://images.bestbuy.com/marketplace/samsung-surface-pro-9-main.jpg,"Storage_GB: 512 | Screen_Size: 12.4"" | Cellular: Yes | RAM_GB: 12",2025-03-31,2025-03-31,Yes,
939,BB-MKT-00031,S006,NextGen Devices,Laptops,Apple,IdeaPad 5,AP-5844-WH,866232475190,0866232475190,"Apple IdeaPad 5 16"" Laptop - 32GB RAM 1024GB SSD",Experience premium performance with the Apple IdeaPad 5. Designed for professionals and students alike.,801.86,2.26,194,https://images.bestbuy.com/marketplace/apple-ideapad-5-main.jpg,"RAM_GB: 32 | Storage_GB: 1024 | Screen_Size: 16"" | Processor: AMD Ryzen 5",2024-09-28,2024-09-28,Yes,
940,BB-MKT-00387,S004,ValueTech Store,Smart Home,Ring,Cam OG,RI-6718-BK,160766297558,0160766297558,Ring Cam OG Smart Home Device,Transform your home with the Ring Cam OG. Easy setup and seamless smart home integration.,97.33,0.15,295,https://images.bestbuy.com/marketplace/ring-cam-og-main.jpg,Connectivity: Zigbee | Voice_Assistant: Alexa | Power: Battery,2024-11-30,2024-11-30,Yes,
941,BB-MKT-00695,S007,SmartBuy Co,Smart Home,Nest,Cam OG,NE-7911-WH,736014295182,0736014295182,Nest Cam OG Smart Home Device,Transform your home with the Nest Cam OG. Easy setup and seamless smart home integration.,359.45,0.43,1,https://images.bestbuy.com/marketplace/nest-cam-og-main.jpg,Connectivity: Bluetooth | Voice_Assistant: Google Assistant | Power: Wired,2024-10-13,2024-10-13,Yes,
942,BB-MKT-00408,S008,DigitalHub USA,Laptops,Acer,Aspire 5,AC-7648-BK,435764110674,0435764110674,"Acer Aspire 5 13.3"" Laptop - 64GB RAM 512GB SSD",Experience premium performance with the Acer Aspire 5. Designed for professionals and students alike.,1655.34,2.3,305,https://images.bestbuy.com/marketplace/acer-aspire-5-main.jpg,"RAM_GB: 64 | Storage_GB: 512 | Screen_Size: 13.3"" | Processor: AMD Ryzen 7",2025-01-11,2025-01-11,Yes,
943,BB-MKT-00067,S005,ConnectPro Sales,Headphones,Sennheiser,Evolve2 85,SE-9742-BL,842395153057,0842395153057,Sennheiser Evolve2 85 On-ear Both Headphones,Enjoy crystal-clear audio with the Sennheiser Evolve2 85. Perfect for music lovers and remote workers.,525.15,0.36,454,https://images.bestbuy.com/marketplace/sennheiser-evolve2-85-main.jpg,Type: On-ear | Connectivity: Both | ANC: Yes | Battery_Hours: 30,2025-03-07,2025-03-07,Yes,
944,BB-MKT-00590,S002,EliteGadgets Inc,TVs,LG,OLED C3,LG-7178-WH,565170723838,0565170723838,"LG 65"" 4K UHD Smart TV OLED C3",Immerse yourself in stunning visuals with the LG OLED C3. Features cutting-edge display technology.,3892.2,24.46,281,https://images.bestbuy.com/marketplace/lg-oled-c3-main.jpg,"Screen_Size: 65"" | Resolution: 4K UHD | Smart_TV: No | HDR: HDR10",2024-08-13,2024-08-13,Yes,DUPLICATE_SKU
945,BB-MKT-00157,S004,ValueTech Store,Laptops,HP,Aspire 5,HP-6253-WH,948676594151,0948676594151,"HP Aspire 5 15.6"" Laptop - 32GB RAM 256GB SSD",Experience premium performance with the HP Aspire 5. Designed for professionals and students alike.,1032.71,1.43,0,https://images.bestbuy.com/marketplace/hp-aspire-5-main.jpg,"RAM_GB: 32 | Storage_GB: 256 | Screen_Size: 15.6"" | Processor: Apple M2",2025-03-24,2023-12-27,Yes,STALE_LISTING
946,BB-MKT-00709,S006,NextGen Devices,Headphones,Sony,WH-1000XM5,SO-5194-BL,623926496088,0623926496088,Sony WH-1000XM5 Over-ear Both Headphones,Enjoy crystal-clear audio with the Sony WH-1000XM5. Perfect for music lovers and remote workers.,367.15,0.24,63,https://images.bestbuy.com/marketplace/sony-wh-1000xm5-main.jpg,Type: Over-ear | Connectivity: Both | ANC: No | Battery_Hours: 30,2025-04-18,2025-04-18,Yes,
947,BB-MKT-00749,S002,EliteGadgets Inc,TVs,TCL,QLED 4K,TC-4064-SL,606351295520,0606351295520,"TCL 85"" 4K UHD Smart TV QLED 4K",Immerse yourself in stunning visuals with the TCL QLED 4K. Features cutting-edge display technology.,356.2,37.12,231,https://images.bestbuy.com/marketplace/tcl-qled-4k-main.jpg,"Screen_Size: 85"" | Resolution: 4K UHD | Smart_TV: Yes | HDR: HDR10",2024-12-28,2024-12-28,Yes,
948,BB-MKT-00065,S006,NextGen Devices,TVs,Vizio,OLED C3,VI-8749-BL,448079814698,0448079814698,"Vizio 75"" 8K Smart TV OLED C3",Immerse yourself in stunning visuals with the Vizio OLED C3. Features cutting-edge display technology.,1696.8,37.2,420,https://images.bestbuy.com/marketplace/vizio-oled-c3-main.jpg,"Screen_Size: 75"" | Resolution: 8K | Smart_TV: Yes | HDR: Dolby Vision",2024-09-16,2024-09-16,Yes,
949,BB-MKT-00492,S002,EliteGadgets Inc,TVs,Sony,5-Series 4K,SO-6952-BL,429058180099,0429058180099,"Sony 75"" 1080p Full HD Smart TV 5-Series 4K",Immerse yourself in stunning visuals with the Sony 5-Series 4K. Features cutting-edge display technology.,1005.59,35.96,498,https://images.bestbuy.com/marketplace/sony-5-series-4k-main.jpg,"Screen_Size: 75"" | Resolution: 1080p Full HD | Smart_TV: No | HDR: HDR10",2024-08-08,2024-08-08,Yes,
950,BB-MKT-00577,S004,ValueTech Store,Smart Home,Philips,Ultra 2,PH-8014-BK,973872123951,0973872123951,Philips Ultra 2 Smart Home Device,Transform your home with the Philips Ultra 2. Easy setup and seamless smart home integration.,188.62,1.41,400,https://images.bestbuy.com/marketplace/philips-ultra-2-main.jpg,Connectivity: Wi-Fi | Voice_Assistant: None | Power: Wired,2024-07-14,2024-07-14,Yes,
951,BB-MKT-00720,S001,TechDirect LLC,Headphones,Beats,AirPods Max,BE-9177-BL,869334923184,0869334923184,Beats AirPods Max Over-ear Wired Headphones,Enjoy crystal-clear audio with the Beats AirPods Max. Perfect for music lovers and remote workers.,244.31,0.29,424,https://images.bestbuy.com/marketplace/beats-airpods-max-main.jpg,Type: Over-ear | Connectivity: Wired | ANC: No | Battery_Hours: 40,2025-04-04,2025-04-04,Yes,
952,BB-MKT-00024,S005,ConnectPro Sales,Laptops,Dell,IdeaPad 5,DE-8007-BK,588514866975,0588514866975,"Dell IdeaPad 5 15.6"" Laptop - 16GB RAM 1024GB SSD",Experience premium performance with the Dell IdeaPad 5. Designed for professionals and students alike.,633.94,2.71,353,https://images.bestbuy.com/marketplace/dell-ideapad-5-main.jpg,"RAM_GB: 16 | Storage_GB: 1024 | Screen_Size: 15.6"" | Processor: Intel i7",2024-09-15,2024-09-15,Yes,
953,BB-MKT-00277,S005,ConnectPro Sales,Smart Home,Google,Nest Hub Max,GO-6536-BK,309514605303,0309514605303,Google Nest Hub Max Smart Home Device,Transform your home with the Google Nest Hub Max. Easy setup and seamless smart home integration.,384.86,0.17,324,https://images.bestbuy.com/marketplace/google-nest-hub-max-main.jpg,Connectivity: Wi-Fi | Voice_Assistant: None | Power: Battery,2025-04-28,2025-04-28,Yes,
954,BB-MKT-00280,S008,DigitalHub USA,TVs,LG,5-Series 4K,LG-4560-WH,883032284455,0883032284455,"LG 75"" 1080p Full HD Smart TV 5-Series 4K",Immerse yourself in stunning visuals with the LG 5-Series 4K. Features cutting-edge display technology.,17215.45,39.43,351,https://images.bestbuy.com/marketplace/lg-5-series-4k-main.jpg,"Screen_Size: 75"" | Resolution: 1080p Full HD | Smart_TV: No | HDR: HDR10+",2024-12-24,2024-12-24,Yes,PRICE_ANOMALY
955,BB-MKT-00571,S004,ValueTech Store,Smart Home,Arlo,Hue Starter Kit,AR-9731-SL,864374516846,0864374516846,Arlo Hue Starter Kit Smart Home Device,Transform your home with the Arlo Hue Starter Kit. Easy setup and seamless smart home integration.,348.92,1.34,1,https://images.bestbuy.com/marketplace/arlo-hue-starter-kit-main.jpg,Connectivity: Z-Wave | Voice_Assistant: Google Assistant | Power: USB-C,2025-02-04,2025-02-04,Yes,
956,BB-MKT-00712,S005,ConnectPro Sales,Tablets,Samsung,Fire HD 10,SA-2531-SL,610560624736,0610560624736,"Samsung Fire HD 10 8"" 512GB Tablet",Stay productive and entertained with the Samsung Fire HD 10. Powerful performance in a sleek design.,684.76,0.69,460,https://images.bestbuy.com/marketplace/samsung-fire-hd-10-main.jpg,"Storage_GB: 512 | Screen_Size: 8"" | Cellular: Yes | RAM_GB: 12",2025-02-24,2025-02-24,Yes,
957,BB-MKT-00594,S004,ValueTech Store,Smart Home,Google,Hue Starter Kit,GO-7616-BL,960482233828,0960482233828,Google Hue Starter Kit Smart Home Device,Transform your home with the Google Hue Starter Kit. Easy setup and seamless smart home integration.,415.27,1.16,6,https://images.bestbuy.com/marketplace/google-hue-starter-kit-main.jpg,Connectivity: Z-Wave | Voice_Assistant: Alexa | Power: Wired,2025-02-27,2025-02-27,Yes,
958,BB-MKT-00908,S006,NextGen Devices,Tablets,Microsoft,iPad Pro 12.9,MI-7779-WH,954600475414,0954600475414,"Microsoft iPad Pro 12.9 10.1"" 512GB Tablet",Stay productive and entertained with the Microsoft iPad Pro 12.9. Powerful performance in a sleek design.,1154.04,0.65,293,https://images.bestbuy.com/marketplace/microsoft-ipad-pro-12.9-main.jpg,"Storage_GB: 512 | Screen_Size: 10.1"" | Cellular: Yes | RAM_GB: 8",2024-10-11,2024-10-11,Yes,
959,BB-MKT-00891,S005,ConnectPro Sales,TVs,Hisense,V-Series,HI-3106-WH,268770222856,0268770222856,"Hisense 55"" 8K Smart TV V-Series",Immerse yourself in stunning visuals with the Hisense V-Series. Features cutting-edge display technology.,2526.94,45.8,131,https://images.bestbuy.com/marketplace/hisense-v-series-main.jpg,"Screen_Size: 55"" | Resolution: 8K | Smart_TV: No | HDR: HDR10+",2024-10-25,2024-10-25,Yes,
960,BB-MKT-00467,S003,PrimeElectronics,Tablets,Microsoft,Fire HD 10,MI-8593-WH,642471181620,0642471181620,"Microsoft Fire HD 10 8"" 512GB Tablet",Stay productive and entertained with the Microsoft Fire HD 10. Powerful performance in a sleek design.,179.87,0.3,134,https://images.bestbuy.com/marketplace/microsoft-fire-hd-10-main.jpg,"Storage_GB: 512 | Screen_Size: 8"" | Cellular: No | RAM_GB: 16",2024-12-01,2024-12-01,Yes,
961,BB-MKT-00241,S003,PrimeElectronics,Laptops,,VivoBook 16,MS-7936-BK,143491637722,0143491637722,"MSI VivoBook 16 14"" Laptop - 16GB RAM 256GB SSD",Experience premium performance with the MSI VivoBook 16. Designed for professionals and students alike.,2474.39,1.9,421,https://images.bestbuy.com/marketplace/msi-vivobook-16-main.jpg,"RAM_GB: 16 | Storage_GB: 256 | Screen_Size: 14"" | Processor: Intel i7",2024-09-14,2024-09-14,Yes,MISSING_BRAND
962,BB-MKT-00743,S002,EliteGadgets Inc,Headphones,Sennheiser,WH-1000XM5,SE-6289-BL,,0212265009527,Sennheiser WH-1000XM5 Over-ear Wireless Headphones,Enjoy crystal-clear audio with the Sennheiser WH-1000XM5. Perfect for music lovers and remote workers.,146.7,0.22,370,https://images.bestbuy.com/marketplace/sennheiser-wh-1000xm5-main.jpg,Type: Over-ear | Connectivity: Wireless | ANC: Yes | Battery_Hours: 20,2025-01-05,2025-01-05,Yes,MISSING_UPC
963,BB-MKT-00089,S001,TechDirect LLC,Smart Home,Arlo,Hue Starter Kit,AR-6062-SL,869972833362,0869972833362,Arlo Hue Starter Kit Smart Home Device,Transform your home with the Arlo Hue Starter Kit. Easy setup and seamless smart home integration.,193.98,0.35,73,https://images.bestbuy.com/marketplace/arlo-hue-starter-kit-main.jpg,Connectivity: Z-Wave | Voice_Assistant: Alexa | Power: Battery,2025-04-16,2025-04-16,Yes,
964,BB-MKT-00116,S006,NextGen Devices,Laptops,MSI,MacBook Air,MS-8204-BL,917761866683,0917761866683,"MSI MacBook Air 13.3"" Laptop - 32GB RAM 512GB SSD",Experience premium performance with the MSI MacBook Air. Designed for professionals and students alike.,1110.98,1.5,354,https://images.bestbuy.com/marketplace/msi-macbook-air-main.jpg,"RAM_GB: 32 | Storage_GB: 512 | Screen_Size: 13.3"" | Processor: AMD Ryzen 5",2025-03-12,2025-03-12,Yes,
965,BB-MKT-00015,S002,EliteGadgets Inc,Tablets,Microsoft,Tab P12 Pro,MI-6559-BK,542641960943,0542641960943,"Microsoft Tab P12 Pro 12.4"" 512GB Tablet",Stay productive and entertained with the Microsoft Tab P12 Pro. Powerful performance in a sleek design.,434.95,0.41,229,https://images.bestbuy.com/marketplace/microsoft-tab-p12-pro-main.jpg,"Storage_GB: 512 | Screen_Size: 12.4"" | Cellular: Yes | RAM_GB: 4",2024-09-10,2024-09-10,Yes,
